49374 143730
18930 38928 12
18930 38930 241
18931 1895 107
18931 18594 108
18931 18932 42
18932 6154 304
18932 12892 100
18932 18931 42
18933 1897 107
18933 12892 54
18933 18934 137
18934 1898 108
18934 4636 105
18934 18933 137
18934 20334 221
18935 16979 80
18935 18244 134
18935 45625 66
18936 18237 142
18936 18937 92
18936 19809 96
18936 45625 33
18937 9753 126
18937 18238 118
18937 18936 92
18937 43088 174
18938 6158 151
18938 8041 332
18938 9753 98
18938 18939 98
18939 6159 140
18939 18605 328
18939 18938 98
18939 18940 53
18940 7110 94
18940 18606 327
18940 18939 53
18940 1536 135
18941 3693 93
18941 7110 104
18941 18608 325
18942 14091 93
18942 18943 261
18942 21469 38
18943 14092 93
18943 16384 203
18943 18942 261
18943 21419 94
18944 3357 264
18944 14094 102
18944 21420 98
18945 5364 261
18945 10369 73
18945 18946 155
18946 5365 147
18946 18945 155
18946 30639 159
18947 2751 209
18947 5365 275
18947 29535 121
18947 30639 295
18948 8305 259
18948 8307 73
18948 16437 197
18949 31103 70
18949 31209 28
18950 13066 171
18950 18951 82
18950 21612 286
18951 18950 82
18951 21423 287
18951 42634 84
18952 18953 315
18952 29716 91
18952 32833 266
18952 42634 89
18953 6060 74
18953 18952 315
18953 18954 309
18953 25378 81
18954 6061 75
18954 18953 309
18954 22484 83
18955 18956 370
18955 29717 129
18955 32834 109
18956 16877 228
18956 18955 370
18956 29718 131
18956 32835 113
18957 18958 52
18957 18960 51
18957 39309 6
18958 18957 52
18958 18959 71
18958 39319 21
18959 18958 71
18959 18960 61
18959 39318 21
18960 18957 51
18960 18959 61
18960 26795 47
18961 14363 161
18961 30846 49
18961 34040 48
18961 42942 34
18962 18963 84
18962 25626 157
18962 36851 264
18963 18962 84
18964 5829 164
18964 18258 159
18964 28874 92
18965 18966 336
18965 22811 58
18965 1655 101
18966 5825 103
18966 18965 336
18966 18967 227
18966 19168 93
18967 18966 227
18967 29550 95
18967 42545 207
18967 1685 103
18968 3452 221
18968 5004 91
18968 18969 182
18968 24721 90
18969 5005 91
18969 18968 182
18969 32318 90
18970 15830 197
18970 43875 287
18970 43877 91
18970 35158 242
18971 17546 309
18971 18972 85
18971 31212 211
18971 45269 159
18972 18971 85
18972 29003 240
18972 47857 90
18973 41131 292
18973 48045 92
18973 48046 90
18974 16035 107
18974 48064 126
18974 48914 23
18975 18035 101
18975 18976 289
18975 28050 81
18975 41127 42
18976 12032 282
18976 18036 99
18976 18975 289
18976 20453 104
18977 12032 218
18977 18039 79
18977 39444 76
18977 48781 35
18978 17951 297
18978 18040 99
18978 18979 218
18978 31833 103
18979 18041 98
18979 18978 218
18979 24354 94
18979 34930 150
18980 10388 312
18980 44224 428
18980 34930 16
18980 38438 257
18981 5751 52
18981 18982 403
18981 1556 24
18982 5752 56
18982 8721 90
18982 18981 403
18983 5760 53
18983 18984 100
18983 18992 42
18984 5457 98
18984 18983 100
18984 1554 204
18985 5755 102
18985 9131 96
18985 18986 223
18985 45735 224
18986 5160 202
18986 5756 100
18986 18985 223
18986 44601 99
18987 5160 157
18987 5757 98
18987 18991 209
18987 1551 105
18988 17558 283
18988 18989 242
18988 31801 117
18988 41897 116
18989 5753 114
18989 18988 242
18989 44571 201
18989 1549 117
18990 5264 201
18990 45735 35
18990 1550 112
18991 5758 96
18991 9132 95
18991 18987 209
18991 41297 194
18992 9134 95
18992 11743 203
18992 18983 42
18993 13364 74
18994 12063 184
18995 10108 117
18995 18996 104
18995 34249 40
18996 4622 283
18996 18032 101
18996 18995 104
18997 4623 204
18997 7464 100
18997 18032 96
18998 15429 76
18998 18999 90
18998 34454 123
18999 18998 90
18999 19812 26
18999 19813 101
19000 10111 118
19000 14999 99
19000 29854 320
19001 3781 278
19001 12930 346
19001 32803 400
19002 12744 268
19002 12745 234
19002 18102 75
19003 5840 298
19003 11572 350
19003 18105 287
19004 18464 201
19004 34855 135
19004 44120 138
19005 11059 120
19005 39433 81
19005 42512 28
19006 49323 106
19006 35085 134
19006 38389 147
19007 7966 199
19007 9394 113
19007 19008 22
19008 15079 100
19008 19007 22
19008 19009 89
19009 7967 198
19009 19008 89
19009 19010 11
19010 11575 100
19010 19009 11
19010 31400 202
19011 8843 101
19011 10259 92
19011 11575 152
19011 29198 203
19012 7357 251
19012 14466 154
19012 19013 102
19013 19012 102
19013 19014 47
19013 25685 403
19014 15080 95
19014 19013 47
19014 19015 52
19015 7971 199
19015 19014 52
19015 19016 99
19016 7972 198
19016 19015 99
19016 19017 117
19017 7969 198
19017 19016 117
19017 19018 135
19018 7970 198
19018 15081 96
19018 19017 135
19018 19019 114
19019 7953 246
19019 19018 114
19019 19020 109
19019 30765 200
19020 7954 244
19020 19019 109
19020 19021 110
19020 31746 200
19021 7955 243
19021 19020 110
19021 19022 109
19021 19661 201
19022 7956 195
19022 19021 109
19022 19023 112
19022 33882 199
19023 19022 112
19023 1482 256
19023 48184 14
19024 7194 216
19024 19025 82
19024 46259 222
19024 46821 87
19025 19024 82
19026 3992 200
19026 19027 223
19026 22351 104
19027 19026 223
19027 19028 110
19027 22832 92
19028 3995 199
19028 19027 110
19028 19029 105
19029 18348 440
19029 19028 105
19029 22352 104
19029 26692 97
19030 11948 202
19030 18348 115
19030 19031 108
19031 4000 203
19031 4150 105
19031 11949 199
19031 19030 108
19032 4004 204
19032 18736 108
19032 19033 109
19032 31462 162
19033 4005 205
19033 11952 200
19033 19032 109
19033 19034 123
19034 19033 123
19034 19035 97
19034 29150 156
19035 4007 202
19035 11955 200
19035 19034 97
19036 6728 437
19036 22344 100
19036 27916 95
19037 14335 133
19037 26370 38
19037 26371 61
19038 14335 109
19039 6994 110
19039 11963 281
19039 11964 199
19040 6994 96
19040 22347 200
19040 37029 3
19041 37029 38
19042 3987 202
19042 4684 110
19042 11943 201
19042 12845 109
19043 22350 92
19043 33104 91
19043 33927 219
19044 19045 51
19044 42699 89
19044 42700 47
19045 19044 51
19045 19046 75
19045 28361 156
19046 11025 170
19046 19045 75
19046 19047 47
19047 19046 47
19047 19048 109
19047 31304 157
19048 11973 174
19048 19047 109
19048 19049 108
19048 27188 159
19049 13970 78
19049 19048 108
19049 29424 79
19050 19051 512
19050 28935 214
19050 28936 191
19051 19050 512
19051 25444 47
19051 30712 181
19052 8230 98
19052 19053 48
19052 35803 115
19052 35807 57
19053 4486 113
19053 19052 48
19053 19056 356
19054 19055 110
19054 43959 77
19054 44061 49
19055 19054 110
19055 28114 78
19055 43960 86
19056 4486 538
19056 19053 356
19056 43958 79
19057 16886 124
19057 45134 125
19057 1494 97
19058 10874 517
19058 16026 443
19058 29845 375
19058 38126 472
19059 1579 152
19060 10583 286
19060 19061 51
19060 23190 53
19061 19060 51
19061 19062 67
19061 43164 25
19061 47767 265
19062 19061 67
19062 19063 171
19062 19091 89
19062 23191 104
19063 19062 171
19063 19089 47
19063 46336 14
19063 1850 73
19064 2674 22
19064 19067 142
19065 19066 137
19065 28993 72
19065 29874 229
19066 19065 137
19066 19067 18
19066 37889 106
19067 16039 347
19067 19064 142
19067 19066 18
19068 19069 101
19068 23318 223
19068 29655 224
19069 9131 100
19069 19068 101
19069 29656 224
19070 5755 101
19070 19071 105
19070 23320 224
19070 27518 223
19071 19070 105
19071 19072 117
19071 23321 223
19071 29657 225
19072 2924 114
19072 19071 117
19072 23322 223
19072 26878 225
19073 2924 114
19073 13566 111
19073 19074 101
19073 25056 183
19074 19073 101
19074 24080 183
19074 42031 92
19075 13569 108
19075 32991 107
19075 42037 306
19076 13734 126
19076 23305 95
19076 27639 200
19076 1705 125
19077 3371 102
19077 12303 50
19077 1806 264
19078 19079 88
19078 30399 173
19078 41886 86
19079 13564 274
19079 19078 88
19079 33702 103
19079 41884 185
19080 16098 56
19080 24185 198
19080 41884 123
19081 5914 123
19081 8049 114
19081 20835 186
19081 20836 196
19082 19083 56
19082 23309 192
19082 41904 64
19083 19082 56
19083 19084 50
19083 41906 201
19084 19083 50
19084 23310 191
19084 41878 62
19085 5947 111
19085 19086 123
19085 45934 220
19086 19085 123
19086 19087 115
19086 41303 119
19086 595 225
19087 19086 115
19087 19088 115
19087 23314 224
19087 29651 225
19088 19087 115
19088 23315 224
19088 29652 225
19088 41882 115
19089 19063 47
19089 19092 44
19089 46335 14
19090 43100 192
19090 43108 133
19090 43111 61
19091 19062 89
19091 19092 168
19091 47714 61
19092 19089 44
19092 19091 168
19092 27580 92
19092 46334 14
19093 12742 174
19093 16883 225
19094 12742 168
19095 4235 150
19096 19097 89
19096 28840 371
19096 28841 298
19096 47119 103
19097 19096 89
19097 19601 375
19097 22100 298
19098 12723 113
19099 8854 195
19099 14343 332
19099 19100 165
19100 3731 99
19100 7200 96
19100 19099 165
19101 3727 131
19101 4021 411
19101 7200 106
19101 19102 102
19102 4022 419
19102 19101 102
19102 19103 91
19102 34360 271
19103 4023 422
19103 19102 91
19103 19104 93
19103 34360 181
19104 4024 418
19104 19103 93
19104 19105 93
19104 29367 182
19105 3728 90
19105 19104 93
19105 19106 328
19105 29827 93
19106 3729 90
19106 19105 328
19106 19107 99
19106 29828 109
19107 4028 407
19107 14028 280
19107 19106 99
19107 19108 100
19108 3723 92
19108 19107 100
19108 19109 93
19108 26562 302
19109 12658 129
19109 19108 93
19109 26562 388
19110 15942 333
19110 19111 358
19110 33886 128
19111 19110 358
19111 19112 259
19111 21562 357
19112 19111 259
19113 8646 356
19113 15305 201
19113 19114 311
19113 21801 413
19114 19113 311
19114 37247 54
19114 48938 220
19115 16938 72
19115 32527 39
19115 37247 12
19116 16938 76
19116 19117 141
19116 36635 129
19117 19116 141
19117 19118 102
19117 32122 72
19118 19117 102
19118 19119 114
19118 26859 40
19119 8653 282
19119 19118 114
19119 26197 68
19120 5562 201
19120 9894 110
19120 19121 202
19121 8636 374
19121 19120 202
19121 19122 476
19121 22681 150
19122 19121 476
19122 19123 62
19122 19934 240
19123 19122 62
19123 19124 268
19123 21796 464
19124 8641 369
19124 19123 268
19124 19125 200
19124 21797 401
19125 8643 369
19125 15305 404
19125 19124 200
19126 19127 136
19127 19126 136
19127 19128 101
19127 29495 270
19128 4060 121
19128 19127 101
19128 28941 406
19128 28942 107
19129 17719 158
19129 19130 210
19129 24247 97
19130 3265 267
19130 10952 112
19130 19129 210
19130 24248 97
19131 9907 238
19131 12257 168
19131 47370 263
19132 29798 178
19132 35754 226
19132 35760 122
19132 45757 105
19133 9897 94
19133 19134 403
19133 24246 98
19133 37443 403
19134 9901 100
19134 19133 403
19134 19135 403
19134 22949 99
19135 6524 201
19135 9903 100
19135 19134 403
19135 21268 99
19136 19137 397
19136 21817 401
19136 24249 99
19136 45238 12
19137 9924 104
19137 14226 403
19137 19136 397
19137 19533 100
19138 6705 149
19138 9917 94
19138 14226 253
19138 24251 94
19139 6705 201
19139 19140 201
19139 21822 400
19140 19139 201
19140 19141 401
19140 24253 95
19140 25796 106
19141 9920 94
19141 19140 401
19141 19142 176
19141 24255 94
19142 8673 402
19142 19141 176
19142 19143 103
19142 20271 400
19143 8674 401
19143 9918 104
19143 13169 312
19143 19142 103
19144 9913 102
19144 13169 199
19144 19145 251
19145 8628 395
19145 14156 154
19145 19144 251
19145 21791 459
19146 2880 208
19146 9905 104
19146 9948 195
19146 24628 60
19147 5932 180
19147 30363 97
19147 30731 99
19148 19149 188
19149 19148 188
19149 19150 255
19149 23561 129
19149 31039 132
19150 19149 255
19150 23562 130
19150 26050 132
19151 14548 248
19151 19152 207
19151 22150 50
19151 26708 72
19152 19151 207
19152 19153 179
19152 22151 38
19152 27926 85
19153 18061 164
19153 19152 179
19153 20924 109
19153 20925 114
19154 14108 144
19154 18061 199
19154 23966 115
19154 27927 116
19155 17944 92
19155 23967 114
19155 27928 115
19155 38054 58
19156 16825 113
19156 23622 233
19156 42517 120
19157 16825 55
19157 19158 176
19157 23968 120
19158 19157 176
19158 19159 92
19158 23982 107
19158 43003 214
19159 19158 92
19159 19160 86
19159 22805 334
19160 19159 86
19160 19161 15
19160 23983 108
19161 19160 15
19161 19162 111
19161 22807 335
19162 18500 104
19162 19161 111
19162 33230 226
19162 1684 338
19163 18500 96
19163 19164 93
19163 22808 339
19163 29170 229
19164 19163 93
19164 19165 94
19164 34157 228
19164 46081 338
19165 8519 337
19165 19164 94
19165 19166 94
19165 27124 227
19166 18376 94
19166 19165 94
19166 21352 227
19166 34991 337
19167 5825 110
19167 18376 94
19167 34158 226
19168 18966 93
19168 19169 94
19168 22812 336
19168 29549 163
19169 4863 216
19169 19168 94
19169 23963 86
19169 49072 26
19170 15244 205
19170 22713 117
19170 266 108
19170 39007 209
19171 6085 108
19171 17169 112
19171 24682 129
19171 39008 130
19172 19173 47
19172 25280 155
19172 39008 117
19173 18803 79
19173 19172 47
19173 42179 90
19174 3290 228
19174 12159 94
19174 19175 93
19175 3289 228
19175 19174 93
19175 19176 100
19176 3288 228
19176 19175 100
19176 41719 14
19177 8808 102
19177 16365 97
19177 19178 200
19177 22354 211
19178 19177 200
19178 22353 192
19178 40661 54
19178 38761 47
19179 8807 102
19179 40647 115
19179 40661 77
19179 41720 169
19180 8220 164
19180 19181 80
19180 41108 76
19181 6313 145
19181 19180 80
19181 27787 120
19182 6311 217
19182 6313 147
19182 31057 84
19183 16311 177
19184 15761 816
19184 19185 64
19184 24129 33
19185 12533 482
19185 15757 208
19185 19184 64
19185 20634 125
19186 17421 149
19186 19187 132
19186 33528 269
19187 19186 132
19188 19189 17
19188 25279 201
19188 42275 141
19189 19188 17
19189 19190 121
19189 38330 272
19190 18052 100
19190 19189 121
19190 20911 218
19190 1728 220
19191 14576 260
19191 19194 57
19191 30219 44
19192 19193 93
19192 26343 58
19192 42271 187
19192 38324 146
19193 19192 93
19193 19194 113
19193 30416 145
19194 19191 57
19194 19193 113
19194 31037 51
19195 19196 214
19195 26698 290
19195 31213 97
19196 19195 214
19196 26698 99
19196 26699 97
19197 13638 59
19197 15113 105
19197 22815 38
19198 14604 142
19198 15113 98
19198 19199 150
19199 8535 252
19199 19198 150
19199 26100 47
19199 27425 112
19200 14607 94
19200 18269 203
19200 28884 82
19200 40990 402
19201 14612 99
19201 19202 228
19201 31890 100
19202 14614 102
19202 19201 228
19202 19203 395
19202 32652 98
19203 14616 98
19203 19202 395
19203 33087 102
19204 14617 129
19204 19205 186
19204 32419 89
19205 14617 322
19205 19204 186
19205 19206 65
19205 20892 88
19206 19205 65
19206 41994 236
19206 41995 44
19207 3478 399
19207 14610 79
19207 32323 122
19208 19209 69
19208 22248 115
19208 44489 150
19209 19208 69
19209 19210 42
19209 28633 127
19210 19209 42
19210 22248 65
19210 48832 259
19211 2357 164
19211 17439 278
19211 19212 245
19212 19211 245
19213 19214 72
19214 18675 55
19214 19213 72
19214 34634 60
19215 18675 270
19215 28296 122
19215 29575 23
19216 19217 86
19216 19227 48
19216 33957 69
19217 19216 86
19217 19218 202
19217 42038 112
19217 42045 124
19218 19217 202
19218 19219 77
19218 28321 125
19218 28322 107
19219 6746 123
19219 19218 77
19219 28035 130
19219 28036 115
19220 19228 58
19220 33140 133
19220 48221 10
19221 17529 227
19221 19222 279
19221 34292 131
19221 42062 96
19222 19221 279
19222 19223 203
19222 32334 138
19222 34081 131
19223 19222 203
19223 19224 200
19223 29745 134
19223 29746 133
19224 19223 200
19224 31992 132
19224 31993 133
19224 41233 194
19225 19226 242
19225 23325 101
19225 23326 130
19225 41233 201
19226 19225 242
19226 19227 222
19226 29659 98
19226 29660 122
19227 19216 48
19227 19226 222
19227 42069 85
19228 19220 58
19228 19229 110
19228 34385 63
19228 48394 9
19229 19228 110
19229 20053 136
19229 20054 133
19230 11547 424
19230 19231 76
19230 31134 62
19231 16699 282
19231 19230 76
19231 32499 90
19231 48760 162
19232 4601 667
19232 8034 37
19232 32099 545
19233 8034 34
19234 3466 400
19234 5478 105
19234 19235 199
19234 30163 60
19235 5479 105
19235 19234 199
19235 19236 200
19235 29863 100
19236 5491 79
19236 19235 200
19236 41728 12
19237 19238 403
19237 19242 47
19237 27420 52
19238 5485 99
19238 19237 403
19238 19239 403
19238 40993 105
19239 19238 403
19239 19240 9
19239 28880 52
19240 5486 91
19240 18265 162
19240 19239 9
19241 5489 102
19241 19242 201
19241 23960 102
19241 40836 202
19242 5481 52
19242 19237 47
19242 19241 201
19243 10744 97
19243 30834 315
19243 32418 190
19244 3629 326
19244 43262 120
19244 45551 167
19245 12477 173
19245 19246 166
19245 34117 49
19245 38635 120
19246 19245 166
19247 3078 70
19247 5600 73
19247 19248 97
19248 3079 71
19248 5601 71
19248 19247 97
19249 14831 131
19250 18147 294
19250 37107 242
19250 37116 20
19250 37117 231
19251 5320 78
19251 12099 80
19251 29506 296
19251 34587 321
19252 5320 83
19252 19253 101
19252 30524 83
19252 32296 196
19253 11028 76
19253 19252 101
19253 30480 414
19254 11028 73
19254 19255 78
19254 30481 427
19254 30524 276
19255 19254 78
19255 19256 88
19255 21867 442
19255 21868 383
19256 15225 85
19256 19255 88
19256 27882 440
19256 27883 80
19257 15221 134
19257 17771 625
19257 19258 122
19258 19257 122
19258 19259 75
19258 29510 440
19259 19258 75
19259 19260 85
19259 29498 445
19260 8073 174
19260 19259 85
19260 29498 367
19261 2443 201
19261 19262 78
19261 34349 199
19261 46664 433
19262 2444 204
19262 8881 81
19262 19261 78
19262 30227 198
19263 8881 76
19263 15689 197
19263 15690 288
19264 19265 37
19264 19272 70
19264 34169 87
19265 19264 37
19266 15127 66
19266 15128 77
19266 20252 499
19266 48869 208
19267 19268 401
19267 24144 193
19267 47634 101
19268 19267 401
19268 19269 100
19268 32155 201
19268 32156 101
19269 19268 100
19269 19270 100
19269 29554 200
19270 19269 100
19270 19271 100
19270 31596 201
19271 19270 100
19271 19272 100
19271 31328 202
19272 19264 70
19272 19271 100
19272 34168 200
19273 13103 77
19273 20784 340
19273 32362 272
19273 33998 91
19274 14878 76
19274 17748 82
19274 20785 283
19274 29519 295
19275 17745 430
19275 17748 219
19275 19276 31
19276 19275 31
19276 19997 401
19276 45390 36
19277 19278 100
19277 19280 8
19277 31977 120
19278 19277 100
19278 31622 268
19278 1338 255
19279 8017 100
19279 17479 402
19279 32517 201
19279 32518 201
19280 11802 401
19280 19277 8
19280 31976 130
19281 10082 100
19281 10084 271
19281 20052 76
19282 2082 55
19282 4348 92
19282 20051 390
19283 6829 139
19283 19284 310
19283 33659 103
19284 6830 466
19284 19283 310
19284 19285 80
